institution,institute_id,experiment_id,source,model_id,forcing,parent_experiment_id,parent_experiment_rip,branch_time,contact,history,comment,initialization_method,physics_version,tracking_id,product,experiment,frequency,creation_date,Conventions,project_id,table_id,title,parent_experiment,modeling_realm,realization,cmor_version,collection,references,acknowledgements,cesm_casename,cesm_repotag,cesm_compset,resolution,forcing_note,processed_by,processing_code_information,gfdl_experiment_name,branch_time_YMDH,CCCma_runid,CCCma_parent_runid,CCCma_data_licence,version_number,notes,mo_runid,nco_openmp_thread_number,CDI,CDO
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-R-E134Tcadif9cF40oQ32 Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p3,3600.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-08-10T14:54:54Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,3,0393b26c-3e34-404c-a39c-e385a8cbb5bc,output,historical,mon,2011-08-10T14:54:54Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-R model output prepared for CMIP5 historical,pre-industrial control,atmos,3,2.5.7,anth,www.giss.nasa.gov/research/modeling,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-R-E135f9dF40oQ32 Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p1,4041.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-04-06T18:15:10Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,bb755643-1ea8-459d-9bf4-0f656ee3ad0e,output,historical,mon,2011-04-06T18:15:10Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-R model output prepared for CMIP5 historical,pre-industrial control,atmos,4,2.5.7,anth,www.giss.nasa.gov/research/modeling,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-R-E137Tcadf9dF40oQ32 Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p2,3650.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-07-29T15:43:37Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,2,f4c598f4-d000-404e-83b8-af7339d61dca,output,historical,mon,2011-07-29T15:43:37Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-R model output prepared for CMIP5 historical,pre-industrial control,atmos,4,2.5.7,anth,www.giss.nasa.gov/research/modeling,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-R-E134Tcadif9dF40oQ32 Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p3,3620.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-08-11T16:23:56Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,3,c5a6944f-6828-40b0-af93-690c037de4e7,output,historical,mon,2011-08-11T16:23:56Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-R model output prepared for CMIP5 historical,pre-industrial control,atmos,4,2.5.7,anth,www.giss.nasa.gov/research/modeling,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-R-E135f9eF40oQ32 Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p1,4061.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-04-07T18:39:46Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,19d61bf8-8980-48d3-902a-e509e3c904cc,output,historical,mon,2011-04-07T18:39:46Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-R model output prepared for CMIP5 historical,pre-industrial control,atmos,5,2.5.7,anth,www.giss.nasa.gov/research/modeling,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-R-E137Tcadf9eF40oQ32 Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p2,3670.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-08-01T14:55:45Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,2,64a120c4-cb4c-44bf-b458-252fe6fbbdcf,output,historical,mon,2011-08-01T14:55:45Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-R model output prepared for CMIP5 historical,pre-industrial control,atmos,5,2.5.7,anth,www.giss.nasa.gov/research/modeling,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-R-E134Tcadif9eF40oQ32 Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p3,3640.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-08-12T18:09:56Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,3,2a59a146-4804-4e05-b224-feccb433c0dd,output,historical,mon,2011-08-12T18:09:56Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-R model output prepared for CMIP5 historical,pre-industrial control,atmos,5,2.5.7,anth,www.giss.nasa.gov/research/modeling,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-R-E135f9fF40oQ32 Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p1,4081.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-12-29T14:45:22Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,fbb7b4ca-39e7-4b7d-9eb2-2238b114cab3,output,historical,mon,2011-12-29T14:45:22Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-R model output prepared for CMIP5 historical,pre-industrial control,atmos,6,2.5.7,anth,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-R-E137Tcadf9fF40oQ32 Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p2,3690.0,Kenneth Lo (cdkkl@giss.nasa.gov),2012-07-16T15:09:07Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,2,354cfb3f-0e00-4fea-a6c9-fa6bad8db5a1,output,historical,mon,2012-07-16T15:09:07Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 2515019193f1c55327ceb0119627a708,GISS-E2-R model output prepared for CMIP5 historical,pre-industrial control,atmos,6,2.5.7,anth,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-R-E134Tcadif9fF40oQ32 Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p3,3660.0,Kenneth Lo (cdkkl@giss.nasa.gov),2012-06-05T12:50:43Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,3,f04ea2fa-7ae1-4cfa-88ed-9caf548728ee,output,historical,mon,2012-06-05T12:50:43Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-R model output prepared for CMIP5 historical,pre-industrial control,atmos,6,2.5.7,anth,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-R-CC-E4arobio_g8Tr Atmosphere: GISS-E2; Ocean: R,GISS-E2-R-CC,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p1,2050.0,Kenneth Lo (cdkkl@giss.nasa.gov),2012-07-17T18:04:26Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,5dbccd59-9037-419a-a7fa-27f673e8a1a1,output,historical,mon,2012-07-17T18:04:26Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 2515019193f1c55327ceb0119627a708,GISS-E2-R-CC model output prepared for CMIP5 historical,pre-industrial control,atmos,1,2.5.7,anth,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NCAR (National Center for Atmospheric Research) Boulder, CO, USA",NCAR,historical,CCSM4,CCSM4,Sl GHG Vl SS Ds SD BC MD OC Oz AA LU,piControl,r1i1p1,937.0,cesm_data@ucar.edu,2011-10-21T17:19:24Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,84f8ed43-1304-45b4-898d-ff5bfd94e04e,output,historical,mon,2011-10-21T17:19:24Z,CF-1.4,CMIP5,Table Amon (26 July 2011) 976b7fd1d9e1be31dddd28f5dc79b7a1,CCSM4 model output prepared for CMIP5 historical,pre-industrial control,atmos,1,2.7.1,anth,"Gent P. R., et.al. 2011: The Community Climate System Model version 4. J. Climate, doi: 10.1175/2011JCLI4083.1","The CESM project is supported by the National Science Foundation and the Office of Science (BER) of the U.S. Department of Energy. NCAR is sponsored by the National Science Foundation. Computing resources were provided by the Climate Simulation Laboratory at the NCAR Computational and Information Systems Laboratory (CISL), sponsored by the National Science Foundation and other agencies.",b40.20th.track1.1deg.008,ccsm4_0_beta43,B20TRCN,f09_g16 (0.9x1.25_gx1v6),Additional information on the external forcings used in this experiment can be found at http://www.cesm.ucar.edu/CMIP5/forcing_information,strandwg on mirage0 at 20111021,"Last Changed Rev: 428 Last Changed Date: 2011-10-21 10:32:02 -0600 (Fri, 21 Oct 2011) Repository UUID: d2181dbe-5796-6825-dc7f-cbd98591f93d",,,,,,,,,,,
"NCAR (National Center for Atmospheric Research) Boulder, CO, USA",NCAR,historical,CCSM4,CCSM4,Sl GHG Vl SS Ds SD BC MD OC Oz AA LU,piControl,r1i1p1,1031.0,cesm_data@ucar.edu,2011-10-21T17:33:36Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,ba364687-7ff3-4df1-bbae-fa9129429003,output,historical,mon,2011-10-21T17:33:36Z,CF-1.4,CMIP5,Table Amon (26 July 2011) 976b7fd1d9e1be31dddd28f5dc79b7a1,CCSM4 model output prepared for CMIP5 historical,pre-industrial control,atmos,2,2.7.1,anth,"Gent P. R., et.al. 2011: The Community Climate System Model version 4. J. Climate, doi: 10.1175/2011JCLI4083.1","The CESM project is supported by the National Science Foundation and the Office of Science (BER) of the U.S. Department of Energy. NCAR is sponsored by the National Science Foundation. Computing resources were provided by the Climate Simulation Laboratory at the NCAR Computational and Information Systems Laboratory (CISL), sponsored by the National Science Foundation and other agencies.",b40.20th.track1.1deg.009,ccsm4_0_beta43,B20TRCN,f09_g16 (0.9x1.25_gx1v6),Additional information on the external forcings used in this experiment can be found at http://www.cesm.ucar.edu/CMIP5/forcing_information,strandwg on mirage0 at 20111021,"Last Changed Rev: 428 Last Changed Date: 2011-10-21 10:32:02 -0600 (Fri, 21 Oct 2011) Repository UUID: d2181dbe-5796-6825-dc7f-cbd98591f93d",,,,,,,,,,,
"NCAR (National Center for Atmospheric Research) Boulder, CO, USA",NCAR,historical,CCSM4,CCSM4,Sl GHG Vl SS Ds SD BC MD OC Oz AA LU,piControl,r1i1p1,863.0,cesm_data@ucar.edu,2011-10-21T16:37:21Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,1ea41c26-09cb-4bbc-8b9c-bf8bd91c17f5,output,historical,mon,2011-10-21T16:37:21Z,CF-1.4,CMIP5,Table Amon (26 July 2011) 976b7fd1d9e1be31dddd28f5dc79b7a1,CCSM4 model output prepared for CMIP5 historical,pre-industrial control,atmos,3,2.7.1,anth,"Gent P. R., et.al. 2011: The Community Climate System Model version 4. J. Climate, doi: 10.1175/2011JCLI4083.1","The CESM project is supported by the National Science Foundation and the Office of Science (BER) of the U.S. Department of Energy. NCAR is sponsored by the National Science Foundation. Computing resources were provided by the Climate Simulation Laboratory at the NCAR Computational and Information Systems Laboratory (CISL), sponsored by the National Science Foundation and other agencies.",b40.20th.track1.1deg.005,ccsm4_0_beta38,B20TRTR1CN,f09_g16 (0.9x1.25_gx1v6),Additional information on the external forcings used in this experiment can be found at http://www.cesm.ucar.edu/CMIP5/forcing_information,strandwg on mirage0 at 20111021,"Last Changed Rev: 428 Last Changed Date: 2011-10-21 10:32:02 -0600 (Fri, 21 Oct 2011) Repository UUID: d2181dbe-5796-6825-dc7f-cbd98591f93d",,,,,,,,,,,
"NCAR (National Center for Atmospheric Research) Boulder, CO, USA",NCAR,historical,CCSM4,CCSM4,Sl GHG Vl SS Ds SD BC MD OC Oz AA LU,piControl,r1i1p1,893.0,cesm_data@ucar.edu,2011-10-21T16:52:53Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,e8a6fad4-a3ff-4452-b4a2-7d3b887e4bed,output,historical,mon,2011-10-21T16:52:53Z,CF-1.4,CMIP5,Table Amon (26 July 2011) 976b7fd1d9e1be31dddd28f5dc79b7a1,CCSM4 model output prepared for CMIP5 historical,pre-industrial control,atmos,4,2.7.1,anth,"Gent P. R., et.al. 2011: The Community Climate System Model version 4. J. Climate, doi: 10.1175/2011JCLI4083.1","The CESM project is supported by the National Science Foundation and the Office of Science (BER) of the U.S. Department of Energy. NCAR is sponsored by the National Science Foundation. Computing resources were provided by the Climate Simulation Laboratory at the NCAR Computational and Information Systems Laboratory (CISL), sponsored by the National Science Foundation and other agencies.",b40.20th.track1.1deg.006,ccsm4_0_beta38,B20TRTR1CN,f09_g16 (0.9x1.25_gx1v6),Additional information on the external forcings used in this experiment can be found at http://www.cesm.ucar.edu/CMIP5/forcing_information,strandwg on mirage0 at 20111021,"Last Changed Rev: 428 Last Changed Date: 2011-10-21 10:32:02 -0600 (Fri, 21 Oct 2011) Repository UUID: d2181dbe-5796-6825-dc7f-cbd98591f93d",,,,,,,,,,,
"NCAR (National Center for Atmospheric Research) Boulder, CO, USA",NCAR,historical,CCSM4,CCSM4,Sl GHG Vl SS Ds SD BC MD OC Oz AA LU,piControl,r1i1p1,983.0,cesm_data@ucar.edu,2011-10-21T17:06:14Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,9cfa1733-3089-4edc-9716-9afb12f9e79a,output,historical,mon,2011-10-21T17:06:14Z,CF-1.4,CMIP5,Table Amon (26 July 2011) 976b7fd1d9e1be31dddd28f5dc79b7a1,CCSM4 model output prepared for CMIP5 historical,pre-industrial control,atmos,5,2.7.1,anth,"Gent P. R., et.al. 2011: The Community Climate System Model version 4. J. Climate, doi: 10.1175/2011JCLI4083.1","The CESM project is supported by the National Science Foundation and the Office of Science (BER) of the U.S. Department of Energy. NCAR is sponsored by the National Science Foundation. Computing resources were provided by the Climate Simulation Laboratory at the NCAR Computational and Information Systems Laboratory (CISL), sponsored by the National Science Foundation and other agencies.",b40.20th.track1.1deg.007,ccsm4_0_beta38,B20TRTR1CN,f09_g16 (0.9x1.25_gx1v6),Additional information on the external forcings used in this experiment can be found at http://www.cesm.ucar.edu/CMIP5/forcing_information,strandwg on mirage0 at 20111021,"Last Changed Rev: 428 Last Changed Date: 2011-10-21 10:32:02 -0600 (Fri, 21 Oct 2011) Repository UUID: d2181dbe-5796-6825-dc7f-cbd98591f93d",,,,,,,,,,,
"NCAR (National Center for Atmospheric Research) Boulder, CO, USA",NCAR,historical,CCSM4,CCSM4,Sl GHG Vl SS Ds SD BC MD OC Oz AA LU,piControl,r1i1p1,953.0,cesm_data@ucar.edu,2011-10-21T17:46:42Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,e597feda-a73a-47b9-ac73-3cba847f747d,output,historical,mon,2011-10-21T17:46:42Z,CF-1.4,CMIP5,Table Amon (26 July 2011) 976b7fd1d9e1be31dddd28f5dc79b7a1,CCSM4 model output prepared for CMIP5 historical,pre-industrial control,atmos,6,2.7.1,anth,"Gent P. R., et.al. 2011: The Community Climate System Model version 4. J. Climate, doi: 10.1175/2011JCLI4083.1","The CESM project is supported by the National Science Foundation and the Office of Science (BER) of the U.S. Department of Energy. NCAR is sponsored by the National Science Foundation. Computing resources were provided by the Climate Simulation Laboratory at the NCAR Computational and Information Systems Laboratory (CISL), sponsored by the National Science Foundation and other agencies.",b40.20th.track1.1deg.012,ccsm4_0_beta53,B20TRCN,f09_g16 (0.9x1.25_gx1v6),Additional information on the external forcings used in this experiment can be found at http://www.cesm.ucar.edu/CMIP5/forcing_information,strandwg on mirage0 at 20111021,"Last Changed Rev: 428 Last Changed Date: 2011-10-21 10:32:02 -0600 (Fri, 21 Oct 2011) Repository UUID: d2181dbe-5796-6825-dc7f-cbd98591f93d",,,,,,,,,,,
Norwegian Climate Centre,NCC,historical,"NorESM1-M 2011  atmosphere: CAM-Oslo (CAM4-Oslo-noresm-ver1_cmip5-r112, f19L26);  ocean: MICOM (MICOM-noresm-ver1_cmip5-r112, gx1v6L53);  sea ice: CICE (CICE4-noresm-ver1_cmip5-r112);  land: CLM (CLM4-noresm-ver1_cmip5-r112)",NorESM1-M,"GHG, SA, Oz, Sl, Vl, BC, OC",piControl,r1i1p1,255135.0,Please send any requests or bug reports to noresm-ncc@met.no.,2011-06-01T03:52:42Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,c1dd6def-d613-43ab-a8b6-f4c80738f53b,output,historical,mon,2011-06-01T03:52:42Z,CF-1.4,CMIP5,Table Amon (27 April 2011) a5a1c518f52ae340313ba0aada03f862,NorESM1-M model output prepared for CMIP5 historical,pre-industrial control,atmos,1,2.6.0,anth,,,,,,,,,,,,,,,,,,,,
Norwegian Climate Centre,NCC,historical,"NorESM1-M 2011  atmosphere: CAM-Oslo (CAM4-Oslo-noresm-ver1_cmip5-r112, f19L26);  ocean: MICOM (MICOM-noresm-ver1_cmip5-r112, gx1v6L53);  sea ice: CICE (CICE4-noresm-ver1_cmip5-r112);  land: CLM (CLM4-noresm-ver1_cmip5-r112)",NorESM1-M,"GHG, SA, Oz, Sl, Vl, BC, OC",piControl,r1i1p1,266085.0,Please send any requests or bug reports to noresm-ncc@met.no.,2011-06-06T22:46:29Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,0d99cb9e-3d9e-4f94-9b37-301c8d7ad66a,output,historical,mon,2011-06-06T22:46:29Z,CF-1.4,CMIP5,Table Amon (27 April 2011) a5a1c518f52ae340313ba0aada03f862,NorESM1-M model output prepared for CMIP5 historical,pre-industrial control,atmos,2,2.6.0,anth,,,,,,,,,,,,,,,,,,,,
Norwegian Climate Centre,NCC,historical,"NorESM1-M 2011  atmosphere: CAM-Oslo (CAM4-Oslo-noresm-ver1_cmip5-r112, f19L26);  ocean: MICOM (MICOM-noresm-ver1_cmip5-r112, gx1v6L53);  sea ice: CICE (CICE4-noresm-ver1_cmip5-r112);  land: CLM (CLM4-noresm-ver1_cmip5-r112)",NorESM1-M,"GHG, SA, Oz, Sl, Vl, BC, OC",piControl,r1i1p1,277035.0,Please send any requests or bug reports to noresm-ncc@met.no.,2011-07-17T01:48:25Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,236634e6-04fb-4332-97b6-0261158d78b0,output,historical,mon,2011-07-17T01:48:25Z,CF-1.4,CMIP5,Table Amon (27 April 2011) a5a1c518f52ae340313ba0aada03f862,NorESM1-M model output prepared for CMIP5 historical,pre-industrial control,atmos,3,2.7.1,anth,,,,,,,,,,,,,,,,,,,,
Norwegian Climate Centre,NCC,historical,"NorESM1-ME 2011  atmosphere: CAM-Oslo (CAM4-Oslo-noresm-ver1_cmip5-r139, f19L26);  ocean: MICOM (MICOM-noresm-ver1_cmip5-r139, gx1v6L53);  ocean biogeochemistry: HAMOCC (HAMOCC-noresm-ver1_cmip5-r139, gx1v6L53);  sea ice: CICE (CICE4-noresm-ver1_cmip5-r139);  land: CLM (CLM4-noresm-ver1_cmip5-r139)",NorESM1-ME,"GHG, SA, Oz, Sl, Vl, BC, OC",piControl,r1i1p1,0.0,Please send any requests or bug reports to noresm-ncc@met.no.,2012-03-01T07:01:26Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,47168550-d3bb-40ca-8e6d-521301a94bb7,output,historical,mon,2012-03-01T07:01:26Z,CF-1.4,CMIP5,Table Amon (01 February 2012) 81f919710c21dca8a1753166d5bac090,NorESM1-ME model output prepared for CMIP5 historical,pre-industrial control,atmos,1,2.7.1,anth,,,,,,,,,,,,,,,,,,,,
Norwegian Climate Centre,NCC,historical,"NorESM1-ME 2011  atmosphere: CAM-Oslo (CAM4-Oslo-noresm-ver1_cmip5-r139, f19L26);  ocean: MICOM (MICOM-noresm-ver1_cmip5-r139, gx1v6L53);  ocean biogeochemistry: HAMOCC (HAMOCC-noresm-ver1_cmip5-r139, gx1v6L53);  sea ice: CICE (CICE4-noresm-ver1_cmip5-r139);  land: CLM (CLM4-noresm-ver1_cmip5-r139)",NorESM1-ME,"GHG, SA, Oz, Sl, Vl, BC, OC",piControl,r1i1p2,0.0,Please send any requests or bug reports to noresm-ncc@met.no.,2014-03-19T21:15:28Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,"The p2 configuration of NorESM-1ME includes discharge of riverine nutrients but is otherwise identical with the p1 configuration. Reference for riverine nutrients implementation: Bernard, C. Y., Dürr, H. H., Heinze, C., Segschneider, J., and Maier-Reimer, E.: Contribution of riverine nutrients to the silicon biogeochemistry of the global ocean – a model study, Biogeosciences, 8, 551-564, doi:10.5194/bg-8-551-2011, 2011.",1,2,20d94737-1ce8-4933-aa89-0348e893e5b1,output,historical,mon,2014-03-19T21:15:28Z,CF-1.4,CMIP5,Table Amon (01 February 2012) 81f919710c21dca8a1753166d5bac090,NorESM1-ME model output prepared for CMIP5 historical,pre-industrial control,atmos,1,2.8.3,anth,,,,,,,,,,,,,,,,,,,,
"NIMR (National Institute of Meteorological Research, Seoul, South Korea)",NIMR-KMA,historical,"HadGEM2-AO r6.6.3 (2010): atmosphere:  HadGAM (HadGAM2, N96L38); atm: HadGOM (HadGOM2, 1x1L40, increased res at Equator); sea ice: part of HadGOM2; land: MOSES-2",HadGEM2-AO,"Nat, Ant, GHG, SA, Oz, LU, Sl, Vl, SS, Ds, BC, MD, OC",piControl,,0.0,Hyo-Shin Lee,Output from archive/hadgem2-ao. 2012-08-10T03:38:23Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,3817817b-8dcc-4b84-8858-568c74c4491f,output,historical,mon,2012-08-10T03:38:23Z,CF-1.4,CMIP5,Table Amon (08 July 2010) 0f29d14a72ad86a2466d830072657eac,HadGEM2-AO model output prepared for CMIP5 historical,pre-industrial control,atmos,1,2.0.1,anth,"Model described by Johns et al. (J. Clim., 1860, 1327-1353).  Also see http://www.metoffice.gov.uk/research/hadleycentre/pubs/HCTN/HCTN_54.pdf  transient experiments described in Stott et al. (J. Clim., 1860, 2763-2782.)",,,,,,,,,,,,,,,,,,,
"NOAA GFDL(201 Forrestal Rd, Princeton, NJ, 08540)",NOAA GFDL,historical,"GFDL-CM3 2010 atmosphere: AM3 (AM3p9,C48L48); sea ice: SIS (SISp2,Tripolar360x200); land: LM3 (LM3p7_cCM3,C48); ocean: MOM4 (MOM4p1_x1_Z50_cCM3,Tripolar360x200L50)",GFDL-CM3,"GHG,SA,Oz,LU,Sl,Vl,SS,BC,MD,OC (GHG includes CO2, CH4, N2O, CFC11, CFC12, HCFC22, CFC113)",piControl,r1i1p1,0.0,gfdl.climate.model.info@noaa.gov,"File was processed by fremetar (GFDL analog of CMOR). TripleID: [exper_id_1XhP9uft45,realiz_id_4e0zLckGg3,run_id_HhaU8NYVBh]","GFDL experiment name: CM3Z_D1_1860-2005_AllForc_H1
GFDL parent experiment name: CM3Z_Control-1860_D1
CMIP5 experiment ID: historical
Initial conditions from this experiment (CMIP5 expt. 3.2 Core) were taken from 01Jan0001 of the 1860 control model experiment CM3Z_Control-1860_D1.
Forcing agents (7 WMGGs, tropospheric and stratospheric ozone, land use, volcanoes, solar, sulfate, black carbon,
organic carbon, dust, and sea salt) vary historically from 1860-2005 following prescribed emission or concentration
timeseries or internally calculated emissions. This model includes direct and indirect aerosol effects.",1,1,9ab415bd-adf7-4dcf-a13c-e9530d5efe41,output1,historical,mon,2011-08-06T02:39:33Z,CF-1.4,CMIP5,Table Amon (31 Jan 2011),"NOAA GFDL GFDL-CM3, historical (run 1) experiment output for CMIP5 AR5",,atmos,1,,anth,"The GFDL Data Portal (http://nomads.gfdl.noaa.gov/) provides access to NOAA/GFDL's publicly available model input and output data sets. From this web site one can view and download data sets and documentation, including those related to the GFDL coupled models experiments run for the IPCC's 5th Assessment Report and the US CCSP.",,,,,,,,,CM3Z_D1_1860-2005_AllForc_H1,,,,,,,,,,
